"Plot Title: Site3a, ID 4, 22332697"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 22332697, SEN S/N: 22332697)","Temp, °C (LGR S/N: 22332697, SEN S/N: 22332697)","Coupler Detached (LGR S/N: 22332697)","Coupler Attached (LGR S/N: 22332697)","Stopped (LGR S/N: 22332697)","End Of File (LGR S/N: 22332697)"
125,03/04/27 09:00:00 PM,105.021,5.249,,,,
126,03/04/27 10:00:00 PM,104.960,5.157,,,,
127,03/04/27 11:00:00 PM,105.096,5.039,,,,
128,03/05/27 12:00:00 AM,105.187,5.143,,,,
129,03/05/27 01:00:00 AM,105.297,4.988,,,,
130,03/05/27 02:00:00 AM,105.138,5.191,,,,
131,03/05/27 03:00:00 AM,105.204,4.996,,,,
132,03/05/27 04:00:00 AM,105.291,5.377,,,,
133,03/05/27 05:00:00 AM,105.326,5.186,,,,
134,03/05/27 06:00:00 AM,105.276,5.070,,,,
135,03/05/27 07:00:00 AM,105.308,5.031,,,,
136,03/05/27 08:00:00 AM,105.554,5.450,,,,
137,03/05/27 09:00:00 AM,105.606,5.404,,,,
138,03/05/27 10:00:00 AM,105.685,5.278,,,,
139,03/05/27 11:00:00 AM,105.753,5.112,,,,
140,03/05/27 12:00:00 PM,105.810,5.408,,,,
141,03/05/27 01:00:00 PM,105.675,5.224,,,,
142,03/05/27 02:00:00 PM,105.657,5.263,,,,
143,03/05/27 03:00:00 PM,105.792,5.247,,,,
144,03/05/27 04:00:00 PM,105.773,5.163,,,,
145,03/05/27 05:00:00 PM,105.894,5.204,,,,
146,03/05/27 06:00:00 PM,106.047,5.039,,,,
147,03/05/27 07:00:00 PM,105.892,5.348,,,,
148,03/05/27 08:00:00 PM,106.011,5.238,,,,
149,03/05/27 09:00:00 PM,105.947,5.081,,,,
150,03/05/27 10:00:00 PM,106.005,5.442,,,,
151,03/05/27 11:00:00 PM,106.060,5.365,,,,
152,03/06/27 12:00:00 AM,106.187,4.877,,,,
153,03/06/27 01:00:00 AM,105.926,5.137,,,,
154,03/06/27 02:00:00 AM,105.955,5.212,,,,
155,03/06/27 03:00:00 AM,105.832,4.999,,,,
156,03/06/27 04:00:00 AM,105.984,5.202,,,,
157,03/06/27 05:00:00 AM,106.034,5.364,,,,
158,03/06/27 06:00:00 AM,105.965,5.219,,,,
159,03/06/27 07:00:00 AM,106.169,4.984,,,,
160,03/06/27 08:00:00 AM,106.047,4.908,,,,
161,03/06/27 09:00:00 AM,106.093,5.296,,,,
162,03/06/27 10:00:00 AM,105.956,5.327,,,,
163,03/06/27 11:00:00 AM,106.102,5.045,,,,
164,03/06/27 12:00:00 PM,106.099,5.147,,,,
165,03/06/27 01:00:00 PM,106.046,5.152,,,,
166,03/06/27 02:00:00 PM,106.033,5.295,,,,
167,03/06/27 03:00:00 PM,105.858,5.108,,,,
168,03/06/27 04:00:00 PM,106.066,5.309,,,,
169,03/06/27 05:00:00 PM,105.997,5.390,,,,
170,03/06/27 06:00:00 PM,106.077,5.128,,,,
171,03/06/27 07:00:00 PM,106.028,5.207,,,,
172,03/06/27 08:00:00 PM,106.096,5.261,,,,
173,03/06/27 09:00:00 PM,105.970,5.219,,,,
174,03/06/27 10:00:00 PM,105.991,5.238,,,,
175,03/06/27 11:00:00 PM,105.982,4.986,,,,
176,03/07/27 12:00:00 AM,105.913,5.324,,,,
177,03/07/27 01:00:00 AM,105.876,5.384,,,,
178,03/07/27 02:00:00 AM,105.809,5.220,,,,
179,03/07/27 03:00:00 AM,105.881,5.359,,,,
180,03/07/27 04:00:00 AM,105.974,5.328,,,,
181,03/07/27 05:00:00 AM,106.038,5.105,,,,
182,03/07/27 06:00:00 AM,105.822,5.198,,,,
183,03/07/27 07:00:00 AM,105.887,5.373,,,,
184,03/07/27 08:00:00 AM,105.821,5.134,,,,
185,03/07/27 09:00:00 AM,106.053,5.343,,,,
186,03/07/27 10:00:00 AM,105.891,5.026,,,,
187,03/07/27 11:00:00 AM,106.148,5.547,,,,
188,03/07/27 12:00:00 PM,105.926,5.242,,,,
189,03/07/27 01:00:00 PM,105.929,4.998,,,,
190,03/07/27 02:00:00 PM,106.108,5.196,,,,
191,03/07/27 03:00:00 PM,105.810,4.943,,,,
192,03/07/27 04:00:00 PM,105.804,5.291,,,,
193,03/07/27 05:00:00 PM,105.814,5.616,,,,
194,03/07/27 06:00:00 PM,105.799,5.261,,,,
195,03/07/27 07:00:00 PM,105.598,4.917,,,,
196,03/07/27 08:00:00 PM,105.624,5.329,,,,
197,03/07/27 09:00:00 PM,105.594,5.218,,,,
198,03/07/27 10:00:00 PM,105.598,5.234,,,,
199,03/07/27 11:00:00 PM,105.484,5.199,,,,
200,03/08/27 12:00:00 AM,105.527,5.027,,,,
201,03/08/27 01:00:00 AM,105.322,4.986,,,,
202,03/08/27 02:00:00 AM,105.412,5.311,,,,
203,03/08/27 03:00:00 AM,105.383,5.458,,,,
204,03/08/27 04:00:00 AM,105.193,5.362,,,,
205,03/08/27 05:00:00 AM,105.245,5.124,,,,
206,03/08/27 06:00:00 AM,105.216,5.239,,,,
207,03/08/27 07:00:00 AM,105.253,5.140,,,,
208,03/08/27 08:00:00 AM,105.146,5.165,,,,
209,03/08/27 09:00:00 AM,105.170,5.077,,,,
210,03/08/27 10:00:00 AM,105.060,5.324,,,,
211,03/08/27 11:00:00 AM,105.254,5.123,,,,
212,03/08/27 12:00:00 PM,105.051,4.850,,,,
213,03/08/27 01:00:00 PM,105.102,5.069,,,,
214,03/08/27 02:00:00 PM,105.079,5.370,,,,
215,03/08/27 03:00:00 PM,105.097,5.286,,,,
216,03/08/27 04:00:00 PM,105.094,5.280,,,,
217,03/08/27 05:00:00 PM,105.136,5.402,,,,
218,03/08/27 06:00:00 PM,105.386,5.640,,,,
219,03/08/27 07:00:00 PM,105.015,5.005,,,,
220,03/08/27 08:00:00 PM,105.034,5.218,,,,
221,03/08/27 09:00:00 PM,105.125,5.279,,,,
222,03/08/27 10:00:00 PM,105.162,5.282,,,,
223,03/08/27 11:00:00 PM,105.215,5.239,,,,
224,03/09/27 12:00:00 AM,105.245,5.491,,,,
225,03/09/27 01:00:00 AM,105.204,5.086,,,,
226,03/09/27 02:00:00 AM,105.235,5.015,,,,
227,03/09/27 03:00:00 AM,105.193,5.112,,,,
228,03/09/27 04:00:00 AM,105.108,5.587,,,,
229,03/09/27 05:00:00 AM,105.309,5.271,,,,
230,03/09/27 06:00:00 AM,105.267,4.826,,,,
231,03/09/27 07:00:00 AM,105.462,5.108,,,,
232,03/09/27 08:00:00 AM,105.446,5.112,,,,
233,03/09/27 09:00:00 AM,105.367,4.969,,,,
234,03/09/27 10:00:00 AM,105.443,5.097,,,,
235,03/09/27 11:00:00 AM,105.409,5.007,,,,
236,03/09/27 12:00:00 PM,105.476,5.000,,,,
237,03/09/27 01:00:00 PM,105.409,4.900,,,,
238,03/09/27 02:00:00 PM,105.418,5.246,,,,
239,03/09/27 03:00:00 PM,105.368,5.303,,,,
240,03/09/27 04:00:00 PM,105.423,5.096,,,,
241,03/09/27 05:00:00 PM,105.303,5.164,,,,
242,03/09/27 06:00:00 PM,105.299,5.262,,,,
243,03/09/27 07:00:00 PM,105.305,5.223,,,,
244,03/09/27 08:00:00 PM,105.307,5.276,,,,
245,03/09/27 09:00:00 PM,105.463,5.189,,,,
246,03/09/27 10:00:00 PM,105.445,5.142,,,,
247,03/09/27 11:00:00 PM,105.594,5.259,,,,
248,03/10/27 12:00:00 AM,105.303,5.101,,,,
249,03/10/27 01:00:00 AM,105.554,5.183,,,,
250,03/10/27 02:00:00 AM,105.575,5.225,,,,
251,03/10/27 03:00:00 AM,105.422,5.172,,,,
252,03/10/27 04:00:00 AM,105.473,5.304,,,,
253,03/10/27 05:00:00 AM,105.487,4.898,,,,
254,03/10/27 06:00:00 AM,105.598,5.223,,,,
255,03/10/27 07:00:00 AM,105.708,5.179,,,,
256,03/10/27 08:00:00 AM,105.857,5.121,,,,
257,03/10/27 09:00:00 AM,105.897,4.955,,,,
258,03/10/27 10:00:00 AM,105.798,5.073,,,,
259,03/10/27 11:00:00 AM,105.902,5.353,,,,
260,03/10/27 12:00:00 PM,105.899,5.344,,,,
261,03/10/27 01:00:00 PM,105.800,5.322,,,,
262,03/10/27 02:00:00 PM,105.743,5.177,,,,
263,03/10/27 03:00:00 PM,105.757,5.217,,,,
264,03/10/27 04:00:00 PM,105.807,5.219,,,,
265,03/10/27 05:00:00 PM,105.829,5.130,,,,
266,03/10/27 06:00:00 PM,105.799,5.122,,,,
267,03/10/27 07:00:00 PM,106.048,5.071,,,,
268,03/10/27 08:00:00 PM,106.054,5.124,,,,
269,03/10/27 09:00:00 PM,105.892,5.205,,,,
270,03/10/27 10:00:00 PM,106.039,5.213,,,,
271,03/10/27 11:00:00 PM,105.861,5.149,,,,
272,03/11/27 12:00:00 AM,106.030,5.305,,,,
273,03/11/27 01:00:00 AM,106.009,5.062,,,,
274,03/11/27 02:00:00 AM,105.980,5.375,,,,
275,03/11/27 03:00:00 AM,105.904,5.148,,,,
276,03/11/27 04:00:00 AM,106.107,5.336,,,,
277,03/11/27 05:00:00 AM,106.034,5.028,,,,
278,03/11/27 06:00:00 AM,106.018,5.179,,,,
279,03/11/27 07:00:00 AM,105.988,5.375,,,,
280,03/11/27 08:00:00 AM,105.919,5.224,,,,
281,03/11/27 09:00:00 AM,105.863,5.419,,,,
282,03/11/27 10:00:00 AM,105.777,5.248,,,,
283,03/11/27 11:00:00 AM,105.749,5.141,,,,
284,03/11/27 12:00:00 PM,105.499,5.271,,,,
285,03/11/27 12:47:16 PM,,,,Logged,,
286,03/11/27 12:47:22 PM,,,,,Logged,Logged
