"Plot Title: Site3a, ID 4, 22332697"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 22332697, SEN S/N: 22332697)","Temp, °C (LGR S/N: 22332697, SEN S/N: 22332697)"
44,03/13/27 08:00:00 AM,106.529,4.727
45,03/13/27 09:00:00 AM,106.529,4.727
46,03/13/27 10:00:00 AM,106.545,4.727
47,03/13/27 11:00:00 AM,106.561,4.727
48,03/13/27 12:00:00 PM,106.513,4.727
49,03/13/27 01:00:00 PM,106.480,4.727
50,03/13/27 02:00:00 PM,106.432,4.727
51,03/13/27 03:00:00 PM,106.399,4.727
52,03/13/27 04:00:00 PM,106.351,4.727
53,03/13/27 05:00:00 PM,106.318,4.727
54,03/13/27 06:00:00 PM,106.318,4.727
55,03/13/27 07:00:00 PM,106.383,4.727
56,03/13/27 08:00:00 PM,106.367,4.727
57,03/13/27 09:00:00 PM,106.367,4.727
58,03/13/27 10:00:00 PM,106.367,4.727
59,03/13/27 11:00:00 PM,106.351,4.727
60,03/14/27 12:00:00 AM,106.334,4.727
61,03/14/27 01:00:00 AM,106.383,4.727
62,03/14/27 02:00:00 AM,106.432,4.727
63,03/14/27 03:00:00 AM,106.480,4.727
64,03/14/27 04:00:00 AM,106.561,4.727
65,03/14/27 05:00:00 AM,106.626,4.727
66,03/14/27 06:00:00 AM,106.756,4.727
67,03/14/27 07:00:00 AM,106.853,4.727
68,03/14/27 08:00:00 AM,107.016,4.727
69,03/14/27 09:00:00 AM,107.097,4.727
70,03/14/27 10:00:00 AM,107.145,4.727
71,03/14/27 11:00:00 AM,107.227,4.727
72,03/14/27 12:00:00 PM,107.308,4.727
73,03/14/27 01:00:00 PM,107.356,4.727
74,03/14/27 02:00:00 PM,107.405,4.727
75,03/14/27 03:00:00 PM,107.519,4.727
76,03/14/27 04:00:00 PM,107.567,4.727
77,03/14/27 05:00:00 PM,107.632,4.727
78,03/14/27 06:00:00 PM,107.665,4.727
79,03/14/27 07:00:00 PM,107.713,4.727
80,03/14/27 08:00:00 PM,107.778,4.727
81,03/14/27 09:00:00 PM,107.843,4.727
82,03/14/27 10:00:00 PM,107.876,4.727
83,03/14/27 11:00:00 PM,107.924,4.727
84,03/15/27 12:00:00 AM,107.941,4.727
85,03/15/27 01:00:00 AM,107.957,4.727
86,03/15/27 02:00:00 AM,107.941,4.727
87,03/15/27 03:00:00 AM,107.908,4.727
88,03/15/27 04:00:00 AM,107.908,4.727
89,03/15/27 05:00:00 AM,107.908,4.727
90,03/15/27 06:00:00 AM,107.941,4.727
91,03/15/27 07:00:00 AM,107.941,4.727
92,03/15/27 08:00:00 AM,107.924,4.727
93,03/15/27 09:00:00 AM,107.941,4.727
94,03/15/27 10:00:00 AM,107.876,4.727
95,03/15/27 11:00:00 AM,107.827,4.727
96,03/15/27 12:00:00 PM,107.746,4.727
97,03/15/27 01:00:00 PM,107.681,4.727
98,03/15/27 02:00:00 PM,107.616,4.727
99,03/15/27 03:00:00 PM,107.584,4.727
100,03/15/27 04:00:00 PM,107.535,4.727
101,03/15/27 05:00:00 PM,107.437,4.727
102,03/15/27 06:00:00 PM,107.389,4.727
103,03/15/27 07:00:00 PM,107.340,4.727
104,03/15/27 08:00:00 PM,107.308,4.727
105,03/15/27 09:00:00 PM,107.243,4.727
106,03/15/27 10:00:00 PM,107.178,4.727
107,03/15/27 11:00:00 PM,107.129,4.727
108,03/16/27 12:00:00 AM,107.081,4.727
109,03/16/27 01:00:00 AM,106.999,4.727
110,03/16/27 02:00:00 AM,106.951,4.727
111,03/16/27 03:00:00 AM,106.853,4.727
112,03/16/27 04:00:00 AM,106.821,4.727
113,03/16/27 05:00:00 AM,106.821,4.727
114,03/16/27 06:00:00 AM,106.789,4.727
115,03/16/27 07:00:00 AM,106.772,4.727
116,03/16/27 08:00:00 AM,106.789,4.727
117,03/16/27 09:00:00 AM,106.789,4.727
118,03/16/27 10:00:00 AM,106.659,4.727
119,03/16/27 11:00:00 AM,106.561,4.727
120,03/16/27 12:00:00 PM,106.529,4.727
121,03/16/27 01:00:00 PM,106.529,4.727
122,03/16/27 02:00:00 PM,106.464,4.727
123,03/16/27 03:00:00 PM,106.432,4.727
124,03/16/27 04:00:00 PM,106.383,4.727
125,03/16/27 05:00:00 PM,106.415,4.727
126,03/16/27 06:00:00 PM,106.383,4.727
127,03/16/27 07:00:00 PM,106.399,4.727
128,03/16/27 08:00:00 PM,106.432,4.727
129,03/16/27 09:00:00 PM,106.432,4.727
130,03/16/27 10:00:00 PM,106.432,4.727
131,03/16/27 11:00:00 PM,106.415,4.727
132,03/17/27 12:00:00 AM,106.367,4.727
133,03/17/27 01:00:00 AM,106.464,4.727
134,03/17/27 02:00:00 AM,106.561,4.727
135,03/17/27 03:00:00 AM,106.561,4.727
136,03/17/27 04:00:00 AM,106.545,4.727
137,03/17/27 05:00:00 AM,106.561,4.727
138,03/17/27 06:00:00 AM,106.594,4.727
139,03/17/27 07:00:00 AM,106.626,4.727
140,03/17/27 08:00:00 AM,106.707,4.727
141,03/17/27 09:00:00 AM,106.707,4.727
142,03/17/27 10:00:00 AM,106.772,4.727
143,03/17/27 11:00:00 AM,106.837,4.727
144,03/17/27 12:00:00 PM,106.870,4.727
145,03/17/27 01:00:00 PM,107.032,4.727
146,03/17/27 02:00:00 PM,106.999,4.727
147,03/17/27 03:00:00 PM,107.081,4.727
148,03/17/27 04:00:00 PM,107.227,4.727
149,03/17/27 05:00:00 PM,107.405,4.727
150,03/17/27 06:00:00 PM,107.584,4.727
151,03/17/27 07:00:00 PM,107.811,4.727
152,03/17/27 08:00:00 PM,108.038,4.727
153,03/17/27 09:00:00 PM,108.216,4.727
154,03/17/27 10:00:00 PM,108.444,4.727
155,03/17/27 11:00:00 PM,108.557,4.727
156,03/18/27 12:00:00 AM,108.785,4.727
157,03/18/27 01:00:00 AM,108.980,4.727
158,03/18/27 02:00:00 AM,109.174,4.727
159,03/18/27 03:00:00 AM,109.321,4.727
160,03/18/27 04:00:00 AM,109.434,4.727
161,03/18/27 05:00:00 AM,109.629,4.727
162,03/18/27 06:00:00 AM,109.759,4.727
163,03/18/27 07:00:00 AM,109.857,4.727
164,03/18/27 08:00:00 AM,109.970,4.727
165,03/18/27 09:00:00 AM,110.068,4.727
166,03/18/27 10:00:00 AM,110.165,4.727
167,03/18/27 11:00:00 AM,110.295,4.727
168,03/18/27 12:00:00 PM,110.263,4.727
169,03/18/27 01:00:00 PM,110.425,4.727
170,03/18/27 02:00:00 PM,110.409,4.727
171,03/18/27 03:00:00 PM,110.458,4.727
172,03/18/27 04:00:00 PM,110.539,4.727
173,03/18/27 05:00:00 PM,110.734,4.727
174,03/18/27 06:00:00 PM,110.864,4.727
175,03/18/27 07:00:00 PM,111.010,4.727
176,03/18/27 08:00:00 PM,111.140,4.727
177,03/18/27 09:00:00 PM,111.368,4.727
178,03/18/27 10:00:00 PM,111.384,4.727
179,03/18/27 11:00:00 PM,111.514,4.727
180,03/19/27 12:00:00 AM,111.498,4.727
181,03/19/27 01:00:00 AM,111.563,4.727
182,03/19/27 02:00:00 AM,111.514,4.727
183,03/19/27 03:00:00 AM,111.514,4.727
184,03/19/27 04:00:00 AM,111.482,4.727
185,03/19/27 05:00:00 AM,111.449,4.727
186,03/19/27 06:00:00 AM,111.417,4.727
187,03/19/27 07:00:00 AM,111.400,4.727
188,03/19/27 08:00:00 AM,111.368,4.727
189,03/19/27 09:00:00 AM,111.335,4.727
190,03/19/27 10:00:00 AM,111.254,4.727
191,03/19/27 11:00:00 AM,111.189,4.727
192,03/19/27 12:00:00 PM,111.189,4.727
193,03/19/27 01:00:00 PM,111.140,4.727
194,03/19/27 02:00:00 PM,111.091,4.727
195,03/19/27 03:00:00 PM,111.075,4.727
196,03/19/27 04:00:00 PM,111.091,4.727
197,03/19/27 05:00:00 PM,111.075,4.727
198,03/19/27 06:00:00 PM,111.075,4.727
199,03/19/27 07:00:00 PM,111.108,4.727
200,03/19/27 08:00:00 PM,111.108,4.727
201,03/19/27 09:00:00 PM,111.091,4.727
202,03/19/27 10:00:00 PM,111.075,4.727
203,03/19/27 11:00:00 PM,111.059,4.727
204,03/20/27 12:00:00 AM,110.978,4.727
205,03/20/27 01:00:00 AM,110.880,4.727
206,03/20/27 02:00:00 AM,110.896,4.727
207,03/20/27 03:00:00 AM,110.848,4.727
208,03/20/27 04:00:00 AM,110.783,4.727
209,03/20/27 05:00:00 AM,110.701,4.727
210,03/20/27 06:00:00 AM,110.653,4.727
211,03/20/27 07:00:00 AM,110.718,4.727
212,03/20/27 08:00:00 AM,110.750,4.727
213,03/20/27 09:00:00 AM,110.734,4.727
214,03/20/27 10:00:00 AM,110.815,4.727
215,03/20/27 11:00:00 AM,110.864,4.727
216,03/20/27 12:00:00 PM,110.896,4.727
217,03/20/27 01:00:00 PM,110.864,4.727
218,03/20/27 02:00:00 PM,110.848,4.727
219,03/20/27 03:00:00 PM,110.815,4.727
220,03/20/27 04:00:00 PM,110.864,4.727
221,03/20/27 05:00:00 PM,110.848,4.727
222,03/20/27 06:00:00 PM,110.848,4.727
223,03/20/27 07:00:00 PM,110.831,4.727
224,03/20/27 08:00:00 PM,110.831,4.727
225,03/20/27 09:00:00 PM,110.734,4.727
226,03/20/27 10:00:00 PM,110.653,4.727
227,03/20/27 11:00:00 PM,110.555,4.727
228,03/21/27 12:00:00 AM,110.425,4.727
229,03/21/27 01:00:00 AM,110.311,4.727
230,03/21/27 02:00:00 AM,110.230,4.727
231,03/21/27 03:00:00 AM,110.133,4.727
232,03/21/27 04:00:00 AM,110.084,4.727
233,03/21/27 05:00:00 AM,110.003,4.727
234,03/21/27 06:00:00 AM,110.003,4.727
235,03/21/27 07:00:00 AM,110.003,4.727
236,03/21/27 08:00:00 AM,109.938,4.727
237,03/21/27 09:00:00 AM,109.889,4.727
238,03/21/27 10:00:00 AM,109.840,4.727
239,03/21/27 11:00:00 AM,109.792,4.727
240,03/21/27 12:00:00 PM,109.694,4.727
241,03/21/27 01:00:00 PM,109.662,4.727
242,03/21/27 02:00:00 PM,109.580,4.727
243,03/21/27 03:00:00 PM,109.580,4.727
244,03/21/27 04:00:00 PM,109.515,4.727
245,03/21/27 05:00:00 PM,109.467,4.727
246,03/21/27 06:00:00 PM,109.450,4.727
247,03/21/27 07:00:00 PM,109.434,4.727
248,03/21/27 08:00:00 PM,109.418,4.727
249,03/21/27 09:00:00 PM,109.402,4.727
250,03/21/27 10:00:00 PM,109.369,4.727
251,03/21/27 11:00:00 PM,109.337,4.727
252,03/22/27 12:00:00 AM,109.337,4.727
253,03/22/27 01:00:00 AM,109.272,4.727
254,03/22/27 02:00:00 AM,109.191,4.727
255,03/22/27 03:00:00 AM,109.126,4.727
256,03/22/27 04:00:00 AM,109.093,4.727
257,03/22/27 05:00:00 AM,109.061,4.727
258,03/22/27 06:00:00 AM,109.028,4.727
259,03/22/27 07:00:00 AM,109.012,4.727
260,03/22/27 08:00:00 AM,108.931,4.727
261,03/22/27 09:00:00 AM,108.866,4.727
262,03/22/27 10:00:00 AM,108.785,4.727
263,03/22/27 11:00:00 AM,108.687,4.727
264,03/22/27 12:00:00 PM,108.606,4.727
265,03/22/27 01:00:00 PM,108.476,4.727
266,03/22/27 02:00:00 PM,108.346,4.727
267,03/22/27 03:00:00 PM,108.233,4.727
268,03/22/27 04:00:00 PM,108.168,4.727
269,03/22/27 05:00:00 PM,108.054,4.727
270,03/22/27 06:00:00 PM,107.989,4.727
271,03/22/27 07:00:00 PM,107.973,4.727
272,03/22/27 08:00:00 PM,107.973,4.727
273,03/22/27 09:00:00 PM,107.957,4.727
274,03/22/27 10:00:00 PM,107.859,4.727
275,03/22/27 11:00:00 PM,107.811,4.727
276,03/23/27 12:00:00 AM,107.762,4.727
277,03/23/27 01:00:00 AM,107.681,4.727
278,03/23/27 02:00:00 AM,107.600,4.727
279,03/23/27 03:00:00 AM,107.551,4.727
280,03/23/27 04:00:00 AM,107.519,4.727
281,03/23/27 05:00:00 AM,107.486,4.727
282,03/23/27 06:00:00 AM,107.454,4.727
283,03/23/27 07:00:00 AM,107.454,4.727
284,03/23/27 08:00:00 AM,107.405,4.727
285,03/23/27 09:00:00 AM,107.373,4.727
286,03/23/27 10:00:00 AM,107.308,4.727
287,03/23/27 11:00:00 AM,107.210,4.727
288,03/23/27 12:00:00 PM,107.129,4.727
289,03/23/27 01:00:00 PM,107.048,4.727
290,03/23/27 02:00:00 PM,106.935,4.727
291,03/23/27 03:00:00 PM,106.853,4.727
292,03/23/27 04:00:00 PM,106.837,4.727
293,03/23/27 05:00:00 PM,106.772,4.727
294,03/23/27 06:00:00 PM,106.707,4.727
295,03/23/27 07:00:00 PM,106.675,4.727
296,03/23/27 08:00:00 PM,106.675,4.727
297,03/23/27 09:00:00 PM,106.626,4.727
298,03/23/27 10:00:00 PM,106.561,4.727
299,03/23/27 11:00:00 PM,106.529,4.727
300,03/24/27 12:00:00 AM,106.432,4.727
301,03/24/27 01:00:00 AM,106.432,4.727
302,03/24/27 02:00:00 AM,106.399,4.727
303,03/24/27 03:00:00 AM,106.351,4.727
304,03/24/27 04:00:00 AM,106.302,4.727
305,03/24/27 05:00:00 AM,106.221,4.727
306,03/24/27 06:00:00 AM,106.140,4.727
307,03/24/27 07:00:00 AM,106.042,4.727
308,03/24/27 08:00:00 AM,105.961,4.727
309,03/24/27 09:00:00 AM,105.945,4.727
310,03/24/27 10:00:00 AM,105.897,4.727
311,03/24/27 11:00:00 AM,105.880,4.727
312,03/24/27 12:00:00 PM,105.897,4.727
313,03/24/27 01:00:00 PM,105.961,4.727
314,03/24/27 02:00:00 PM,106.042,4.727
315,03/24/27 03:00:00 PM,106.042,4.727
316,03/24/27 04:00:00 PM,106.107,4.727
317,03/24/27 05:00:00 PM,106.286,4.727
318,03/24/27 06:00:00 PM,106.432,4.727
319,03/24/27 07:00:00 PM,106.464,4.727
320,03/24/27 08:00:00 PM,106.513,4.727
321,03/24/27 09:00:00 PM,106.513,4.727
322,03/24/27 10:00:00 PM,106.626,4.727
323,03/24/27 11:00:00 PM,106.626,4.727
324,03/25/27 12:00:00 AM,106.626,4.727
325,03/25/27 01:00:00 AM,106.578,4.727
326,03/25/27 02:00:00 AM,106.578,4.727
327,03/25/27 03:00:00 AM,106.529,4.727
328,03/25/27 04:00:00 AM,106.497,4.727
329,03/25/27 05:00:00 AM,106.513,4.727
330,03/25/27 06:00:00 AM,106.578,4.727
331,03/25/27 07:00:00 AM,106.594,4.727
332,03/25/27 08:00:00 AM,106.594,4.727
333,03/25/27 09:00:00 AM,106.626,4.727
334,03/25/27 10:00:00 AM,106.643,4.727
335,03/25/27 11:00:00 AM,106.594,4.727
336,03/25/27 12:00:00 PM,106.529,4.727
337,03/25/27 01:00:00 PM,106.513,4.727
338,03/25/27 02:00:00 PM,106.497,4.727
339,03/25/27 03:00:00 PM,106.578,4.727
340,03/25/27 04:00:00 PM,106.626,4.727
341,03/25/27 05:00:00 PM,106.659,4.727
342,03/25/27 06:00:00 PM,106.707,4.727
343,03/25/27 07:00:00 PM,106.772,4.727
344,03/25/27 08:00:00 PM,106.821,4.727
345,03/25/27 09:00:00 PM,106.886,4.727
346,03/25/27 10:00:00 PM,106.983,4.727
347,03/25/27 11:00:00 PM,107.048,4.727
348,03/26/27 12:00:00 AM,107.097,4.727
349,03/26/27 01:00:00 AM,107.129,4.727
350,03/26/27 02:00:00 AM,107.162,4.727
351,03/26/27 03:00:00 AM,107.227,4.727
352,03/26/27 04:00:00 AM,107.308,4.727
353,03/26/27 05:00:00 AM,107.373,4.727
354,03/26/27 06:00:00 AM,107.421,4.727
355,03/26/27 07:00:00 AM,107.486,4.727
356,03/26/27 08:00:00 AM,107.567,4.727
357,03/26/27 09:00:00 AM,107.616,4.727
358,03/26/27 10:00:00 AM,107.681,4.727
359,03/26/27 11:00:00 AM,107.648,4.727
360,03/26/27 12:00:00 PM,107.632,4.727
361,03/26/27 01:00:00 PM,107.600,4.727
362,03/26/27 02:00:00 PM,107.535,4.727
363,03/26/27 03:00:00 PM,107.486,4.727
364,03/26/27 04:00:00 PM,107.470,4.727
365,03/26/27 05:00:00 PM,107.437,4.727
366,03/26/27 06:00:00 PM,107.454,4.727
367,03/26/27 07:00:00 PM,107.470,4.727
368,03/26/27 08:00:00 PM,107.486,4.727
369,03/26/27 09:00:00 PM,107.486,4.727
370,03/26/27 10:00:00 PM,107.486,4.727
371,03/26/27 11:00:00 PM,107.454,4.727
372,03/27/27 12:00:00 AM,107.389,4.727
373,03/27/27 01:00:00 AM,107.356,4.727
374,03/27/27 02:00:00 AM,107.275,4.727
375,03/27/27 03:00:00 AM,107.227,4.727
376,03/27/27 04:00:00 AM,107.194,4.727
377,03/27/27 05:00:00 AM,107.113,4.727
378,03/27/27 06:00:00 AM,107.064,4.727
379,03/27/27 07:00:00 AM,106.999,4.727
380,03/27/27 08:00:00 AM,106.902,4.727
381,03/27/27 09:00:00 AM,106.789,4.727
382,03/27/27 10:00:00 AM,106.691,4.727
383,03/27/27 11:00:00 AM,106.545,4.727
384,03/27/27 12:00:00 PM,106.448,4.727
385,03/27/27 01:00:00 PM,106.334,4.727
386,03/27/27 02:00:00 PM,106.205,4.727
387,03/27/27 03:00:00 PM,106.124,4.727
388,03/27/27 04:00:00 PM,106.010,4.727
389,03/27/27 05:00:00 PM,105.945,4.727
390,03/27/27 06:00:00 PM,105.913,4.727
391,03/27/27 07:00:00 PM,105.913,4.727
392,03/27/27 08:00:00 PM,105.913,4.727
393,03/27/27 09:00:00 PM,105.880,4.727
394,03/27/27 10:00:00 PM,105.864,4.727
395,03/27/27 11:00:00 PM,105.848,4.727
396,03/28/27 12:00:00 AM,105.799,4.727
397,03/28/27 01:00:00 AM,105.751,4.727
398,03/28/27 02:00:00 AM,105.734,4.727
399,03/28/27 03:00:00 AM,105.718,4.727
400,03/28/27 04:00:00 AM,105.702,4.727
401,03/28/27 05:00:00 AM,105.670,4.727
402,03/28/27 06:00:00 AM,105.686,4.727
403,03/28/27 07:00:00 AM,105.686,4.727
404,03/28/27 08:00:00 AM,105.686,4.727
405,03/28/27 09:00:00 AM,105.670,4.727
406,03/28/27 10:00:00 AM,105.621,4.727
407,03/28/27 11:00:00 AM,105.588,4.727
408,03/28/27 12:00:00 PM,105.540,4.727
409,03/28/27 01:00:00 PM,105.540,4.727
410,03/28/27 02:00:00 PM,105.524,4.727
411,03/28/27 03:00:00 PM,105.556,4.727
412,03/28/27 04:00:00 PM,105.556,4.727
413,03/28/27 05:00:00 PM,105.507,4.727
414,03/28/27 06:00:00 PM,105.507,4.727
415,03/28/27 07:00:00 PM,105.540,4.727
416,03/28/27 08:00:00 PM,105.540,4.727
417,03/28/27 09:00:00 PM,105.540,4.727
418,03/28/27 10:00:00 PM,105.507,4.727
419,03/28/27 11:00:00 PM,105.459,4.727
420,03/29/27 12:00:00 AM,105.410,4.727
421,03/29/27 01:00:00 AM,105.410,4.727
422,03/29/27 02:00:00 AM,105.394,4.727
423,03/29/27 03:00:00 AM,105.378,4.727
424,03/29/27 04:00:00 AM,105.313,4.727
425,03/29/27 05:00:00 AM,105.297,4.727
426,03/29/27 06:00:00 AM,105.280,4.727
427,03/29/27 07:00:00 AM,105.232,4.727
428,03/29/27 08:00:00 AM,105.199,4.727
429,03/29/27 09:00:00 AM,105.216,4.727
430,03/29/27 10:00:00 AM,105.167,4.727
431,03/29/27 11:00:00 AM,105.118,4.727
432,03/29/27 12:00:00 PM,105.086,4.727
433,03/29/27 01:00:00 PM,105.037,4.727
434,03/29/27 02:00:00 PM,104.989,4.727
435,03/29/27 03:00:00 PM,104.972,4.727
436,03/29/27 04:00:00 PM,104.956,4.727
437,03/29/27 05:00:00 PM,104.956,4.727
438,03/29/27 06:00:00 PM,104.924,4.727
439,03/29/27 07:00:00 PM,104.908,4.727
440,03/29/27 08:00:00 PM,104.940,4.727
441,03/29/27 09:00:00 PM,105.021,4.727
442,03/29/27 10:00:00 PM,105.021,4.727
443,03/29/27 11:00:00 PM,105.086,4.727
444,03/30/27 12:00:00 AM,105.118,4.727
445,03/30/27 01:00:00 AM,105.216,4.727
446,03/30/27 02:00:00 AM,105.280,4.727
447,03/30/27 03:00:00 AM,105.297,4.727
448,03/30/27 04:00:00 AM,105.297,4.727
449,03/30/27 05:00:00 AM,105.345,4.727
450,03/30/27 06:00:00 AM,105.410,4.727
451,03/30/27 07:00:00 AM,105.443,4.727
452,03/30/27 08:00:00 AM,105.475,4.727
453,03/30/27 09:00:00 AM,105.459,4.727
454,03/30/27 10:00:00 AM,105.443,4.727
455,03/30/27 11:00:00 AM,105.410,4.727
456,03/30/27 12:00:00 PM,105.313,4.727
457,03/30/27 01:00:00 PM,105.329,4.727
458,03/30/27 02:00:00 PM,105.248,4.727
459,03/30/27 03:00:00 PM,105.183,4.727
460,03/30/27 04:00:00 PM,105.102,4.727
461,03/30/27 05:00:00 PM,105.053,4.727
462,03/30/27 06:00:00 PM,105.005,4.727
463,03/30/27 07:00:00 PM,104.972,4.727
464,03/30/27 08:00:00 PM,105.005,4.727
465,03/30/27 09:00:00 PM,105.037,4.727
466,03/30/27 10:00:00 PM,104.989,4.727
467,03/30/27 11:00:00 PM,104.956,4.727
468,03/31/27 12:00:00 AM,104.891,4.727
469,03/31/27 01:00:00 AM,104.827,4.727
470,03/31/27 02:00:00 AM,104.762,4.727
471,03/31/27 03:00:00 AM,104.681,4.727
472,03/31/27 04:00:00 AM,104.648,4.727
473,03/31/27 05:00:00 AM,104.600,4.727
474,03/31/27 06:00:00 AM,104.583,4.727
475,03/31/27 07:00:00 AM,104.535,4.727
476,03/31/27 08:00:00 AM,104.502,4.727
477,03/31/27 09:00:00 AM,104.454,4.727
478,03/31/27 10:00:00 AM,104.405,4.727
479,03/31/27 11:00:00 AM,104.324,4.727
480,03/31/27 12:00:00 PM,104.292,4.727
481,03/31/27 01:00:00 PM,104.211,4.727
482,03/31/27 02:00:00 PM,104.146,4.727
483,03/31/27 03:00:00 PM,104.065,4.727
484,03/31/27 04:00:00 PM,104.016,4.727
485,03/31/27 05:00:00 PM,103.952,4.727
486,03/31/27 06:00:00 PM,103.935,4.727
487,03/31/27 07:00:00 PM,103.919,4.727
488,03/31/27 08:00:00 PM,103.935,4.727
489,03/31/27 09:00:00 PM,103.903,4.727
490,03/31/27 10:00:00 PM,103.854,4.727
491,03/31/27 11:00:00 PM,103.838,4.727
492,04/01/27 12:00:00 AM,103.806,4.727
493,04/01/27 01:00:00 AM,103.660,4.727
494,04/01/27 02:00:00 AM,103.595,4.727
495,04/01/27 03:00:00 AM,103.579,4.727
496,04/01/27 04:00:00 AM,103.530,4.727
497,04/01/27 05:00:00 AM,103.482,4.727
498,04/01/27 06:00:00 AM,103.449,4.727
499,04/01/27 07:00:00 AM,103.433,4.727
500,04/01/27 08:00:00 AM,103.433,4.727
501,04/01/27 09:00:00 AM,103.385,4.727
502,04/01/27 10:00:00 AM,103.336,4.727
503,04/01/27 11:00:00 AM,103.239,4.727
504,04/01/27 12:00:00 PM,103.158,4.727
505,04/01/27 01:00:00 PM,103.061,4.727
506,04/01/27 02:00:00 PM,102.996,4.727
507,04/01/27 03:00:00 PM,102.947,4.727
508,04/01/27 04:00:00 PM,102.883,4.727
509,04/01/27 05:00:00 PM,102.850,4.727
510,04/01/27 06:00:00 PM,102.802,4.727
511,04/01/27 07:00:00 PM,102.802,4.727
512,04/01/27 08:00:00 PM,102.931,4.727
513,04/01/27 09:00:00 PM,102.996,4.727
514,04/01/27 10:00:00 PM,103.045,4.727
515,04/01/27 11:00:00 PM,103.142,4.727
516,04/02/27 12:00:00 AM,103.190,4.727
517,04/02/27 01:00:00 AM,103.287,4.727
518,04/02/27 02:00:00 AM,103.368,4.727
519,04/02/27 03:00:00 AM,103.417,4.727
520,04/02/27 04:00:00 AM,103.482,4.727
521,04/02/27 05:00:00 AM,103.563,4.727
522,04/02/27 06:00:00 AM,103.660,4.727
523,04/02/27 07:00:00 AM,103.790,4.727
524,04/02/27 08:00:00 AM,103.871,4.727
525,04/02/27 09:00:00 AM,103.968,4.727
526,04/02/27 10:00:00 AM,104.081,4.727
527,04/02/27 11:00:00 AM,104.195,4.727
528,04/02/27 12:00:00 PM,104.276,4.727
529,04/02/27 01:00:00 PM,104.357,4.727
530,04/02/27 02:00:00 PM,104.454,4.727
531,04/02/27 03:00:00 PM,104.567,4.727
532,04/02/27 04:00:00 PM,104.665,4.727
533,04/02/27 05:00:00 PM,104.697,4.727
534,04/02/27 06:00:00 PM,104.778,4.727
535,04/02/27 07:00:00 PM,104.859,4.727
536,04/02/27 08:00:00 PM,104.940,4.727
537,04/02/27 09:00:00 PM,105.005,4.727
538,04/02/27 10:00:00 PM,105.037,4.727
539,04/02/27 11:00:00 PM,105.102,4.727
540,04/03/27 12:00:00 AM,105.135,4.727
541,04/03/27 01:00:00 AM,105.167,4.727
542,04/03/27 02:00:00 AM,105.183,4.727
543,04/03/27 03:00:00 AM,105.216,4.727
544,04/03/27 04:00:00 AM,105.248,4.727
545,04/03/27 05:00:00 AM,105.264,4.727
546,04/03/27 06:00:00 AM,105.313,4.727
547,04/03/27 07:00:00 AM,105.345,4.727
548,04/03/27 08:00:00 AM,105.410,4.727
549,04/03/27 09:00:00 AM,105.394,4.727
550,04/03/27 10:00:00 AM,105.361,4.727
551,04/03/27 11:00:00 AM,105.378,4.727
