"Plot Title: Site 4, ID 6, 22332699"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 22332699, SEN S/N: 22332699)","Temp, °C (LGR S/N: 22332699, SEN S/N: 22332699)","Coupler Detached (LGR S/N: 22332699)","Coupler Attached (LGR S/N: 22332699)","Stopped (LGR S/N: 22332699)","End Of File (LGR S/N: 22332699)"
55,03/01/26 10:00:00 PM,105.103,4.934,,,,
56,03/01/26 11:00:00 PM,105.071,4.934,,,,
57,03/02/26 12:00:00 AM,105.055,4.934,,,,
58,03/02/26 01:00:00 AM,105.039,4.934,,,,
59,03/02/26 02:00:00 AM,105.053,4.831,,,,
60,03/02/26 03:00:00 AM,105.008,4.934,,,,
61,03/02/26 04:00:00 AM,104.989,4.831,,,,
62,03/02/26 05:00:00 AM,104.989,4.831,,,,
63,03/02/26 06:00:00 AM,105.037,4.831,,,,
64,03/02/26 07:00:00 AM,105.069,4.831,,,,
65,03/02/26 08:00:00 AM,105.118,4.934,,,,
66,03/02/26 09:00:00 AM,105.116,4.831,,,,
67,03/02/26 10:00:00 AM,105.084,4.831,,,,
68,03/02/26 11:00:00 AM,105.069,4.831,,,,
69,03/02/26 12:00:00 PM,105.037,4.831,,,,
70,03/02/26 01:00:00 PM,104.989,4.831,,,,
71,03/02/26 02:00:00 PM,104.942,4.831,,,,
72,03/02/26 03:00:00 PM,104.942,4.831,,,,
73,03/02/26 04:00:00 PM,104.926,4.831,,,,
74,03/02/26 05:00:00 PM,104.958,4.831,,,,
75,03/02/26 06:00:00 PM,104.989,4.831,,,,
76,03/02/26 07:00:00 PM,105.037,4.831,,,,
77,03/02/26 08:00:00 PM,105.069,4.831,,,,
78,03/02/26 09:00:00 PM,105.116,4.831,,,,
79,03/02/26 10:00:00 PM,105.116,4.831,,,,
80,03/02/26 11:00:00 PM,105.100,4.831,,,,
81,03/03/26 12:00:00 AM,105.132,4.831,,,,
82,03/03/26 01:00:00 AM,105.132,4.831,,,,
83,03/03/26 02:00:00 AM,105.164,4.831,,,,
84,03/03/26 03:00:00 AM,105.084,4.831,,,,
85,03/03/26 04:00:00 AM,105.005,4.831,,,,
86,03/03/26 05:00:00 AM,105.021,4.831,,,,
87,03/03/26 06:00:00 AM,105.021,4.831,,,,
88,03/03/26 07:00:00 AM,104.989,4.831,,,,
89,03/03/26 08:00:00 AM,105.021,4.831,,,,
90,03/03/26 09:00:00 AM,105.005,4.831,,,,
91,03/03/26 10:00:00 AM,104.974,4.831,,,,
92,03/03/26 11:00:00 AM,104.942,4.831,,,,
93,03/03/26 12:00:00 PM,104.863,4.831,,,,
94,03/03/26 01:00:00 PM,104.799,4.831,,,,
95,03/03/26 02:00:00 PM,104.752,4.831,,,,
96,03/03/26 03:00:00 PM,104.752,4.831,,,,
97,03/03/26 04:00:00 PM,104.736,4.831,,,,
98,03/03/26 05:00:00 PM,104.736,4.831,,,,
99,03/03/26 06:00:00 PM,104.736,4.831,,,,
100,03/03/26 07:00:00 PM,104.752,4.831,,,,
101,03/03/26 08:00:00 PM,104.704,4.831,,,,
102,03/03/26 09:00:00 PM,104.673,4.831,,,,
103,03/03/26 10:00:00 PM,104.657,4.831,,,,
104,03/03/26 11:00:00 PM,104.625,4.831,,,,
105,03/04/26 12:00:00 AM,104.562,4.831,,,,
106,03/04/26 01:00:00 AM,104.530,4.831,,,,
107,03/04/26 02:00:00 AM,104.451,4.831,,,,
108,03/04/26 03:00:00 AM,104.340,4.831,,,,
109,03/04/26 04:00:00 AM,104.277,4.831,,,,
110,03/04/26 05:00:00 AM,104.213,4.831,,,,
111,03/04/26 06:00:00 AM,104.166,4.831,,,,
112,03/04/26 07:00:00 AM,104.150,4.831,,,,
113,03/04/26 08:00:00 AM,104.198,4.831,,,,
114,03/04/26 09:00:00 AM,104.213,4.831,,,,
115,03/04/26 10:00:00 AM,104.166,4.831,,,,
116,03/04/26 11:00:00 AM,104.166,4.831,,,,
117,03/04/26 12:00:00 PM,104.213,4.831,,,,
118,03/04/26 01:00:00 PM,104.182,4.831,,,,
119,03/04/26 02:00:00 PM,104.261,4.831,,,,
120,03/04/26 03:00:00 PM,104.293,4.831,,,,
121,03/04/26 04:00:00 PM,104.372,4.831,,,,
122,03/04/26 05:00:00 PM,104.435,4.831,,,,
123,03/04/26 06:00:00 PM,104.514,4.831,,,,
124,03/04/26 07:00:00 PM,104.593,4.831,,,,
125,03/04/26 08:00:00 PM,104.641,4.831,,,,
126,03/04/26 09:00:00 PM,104.704,4.831,,,,
127,03/04/26 10:00:00 PM,104.736,4.831,,,,
128,03/04/26 11:00:00 PM,104.799,4.831,,,,
129,03/05/26 12:00:00 AM,104.831,4.831,,,,
130,03/05/26 01:00:00 AM,104.894,4.831,,,,
131,03/05/26 02:00:00 AM,104.926,4.831,,,,
132,03/05/26 03:00:00 AM,104.958,4.831,,,,
133,03/05/26 04:00:00 AM,104.974,4.831,,,,
134,03/05/26 05:00:00 AM,104.989,4.831,,,,
135,03/05/26 06:00:00 AM,105.069,4.831,,,,
136,03/05/26 07:00:00 AM,105.148,4.831,,,,
137,03/05/26 08:00:00 AM,105.211,4.831,,,,
138,03/05/26 09:00:00 AM,105.290,4.831,,,,
139,03/05/26 10:00:00 AM,105.369,4.831,,,,
140,03/05/26 11:00:00 AM,105.401,4.831,,,,
141,03/05/26 12:00:00 PM,105.465,4.831,,,,
142,03/05/26 01:00:00 PM,105.417,4.831,,,,
143,03/05/26 02:00:00 PM,105.465,4.831,,,,
144,03/05/26 03:00:00 PM,105.528,4.831,,,,
145,03/05/26 04:00:00 PM,105.591,4.831,,,,
146,03/05/26 05:00:00 PM,105.575,4.831,,,,
147,03/05/26 06:00:00 PM,105.639,4.831,,,,
148,03/05/26 07:00:00 PM,105.670,4.831,,,,
149,03/05/26 08:00:00 PM,105.702,4.831,,,,
150,03/05/26 09:00:00 PM,105.734,4.831,,,,
151,03/05/26 10:00:00 PM,105.718,4.831,,,,
152,03/05/26 11:00:00 PM,105.686,4.831,,,,
153,03/06/26 12:00:00 AM,105.686,4.831,,,,
154,03/06/26 01:00:00 AM,105.702,4.831,,,,
155,03/06/26 02:00:00 AM,105.734,4.831,,,,
156,03/06/26 03:00:00 AM,105.718,4.831,,,,
157,03/06/26 04:00:00 AM,105.718,4.831,,,,
158,03/06/26 05:00:00 AM,105.718,4.831,,,,
159,03/06/26 06:00:00 AM,105.718,4.831,,,,
160,03/06/26 07:00:00 AM,105.750,4.831,,,,
161,03/06/26 08:00:00 AM,105.765,4.831,,,,
162,03/06/26 09:00:00 AM,105.750,4.831,,,,
163,03/06/26 10:00:00 AM,105.781,4.831,,,,
164,03/06/26 11:00:00 AM,105.813,4.831,,,,
165,03/06/26 12:00:00 PM,105.813,4.831,,,,
166,03/06/26 01:00:00 PM,105.750,4.831,,,,
167,03/06/26 02:00:00 PM,105.718,4.831,,,,
168,03/06/26 03:00:00 PM,105.734,4.831,,,,
169,03/06/26 04:00:00 PM,105.734,4.831,,,,
170,03/06/26 05:00:00 PM,105.718,4.831,,,,
171,03/06/26 06:00:00 PM,105.734,4.831,,,,
172,03/06/26 07:00:00 PM,105.750,4.831,,,,
173,03/06/26 08:00:00 PM,105.734,4.831,,,,
174,03/06/26 09:00:00 PM,105.702,4.831,,,,
175,03/06/26 10:00:00 PM,105.655,4.831,,,,
176,03/06/26 11:00:00 PM,105.639,4.831,,,,
177,03/07/26 12:00:00 AM,105.655,4.831,,,,
178,03/07/26 01:00:00 AM,105.607,4.831,,,,
179,03/07/26 02:00:00 AM,105.575,4.831,,,,
180,03/07/26 03:00:00 AM,105.528,4.831,,,,
181,03/07/26 04:00:00 AM,105.544,4.831,,,,
182,03/07/26 05:00:00 AM,105.575,4.831,,,,
183,03/07/26 06:00:00 AM,105.528,4.831,,,,
184,03/07/26 07:00:00 AM,105.544,4.831,,,,
185,03/07/26 08:00:00 AM,105.575,4.831,,,,
186,03/07/26 09:00:00 AM,105.670,4.831,,,,
187,03/07/26 10:00:00 AM,105.686,4.831,,,,
188,03/07/26 11:00:00 AM,105.702,4.831,,,,
189,03/07/26 12:00:00 PM,105.734,4.831,,,,
190,03/07/26 01:00:00 PM,105.686,4.831,,,,
191,03/07/26 02:00:00 PM,105.623,4.831,,,,
192,03/07/26 03:00:00 PM,105.575,4.831,,,,
193,03/07/26 04:00:00 PM,105.560,4.831,,,,
194,03/07/26 05:00:00 PM,105.449,4.831,,,,
195,03/07/26 06:00:00 PM,105.465,4.831,,,,
196,03/07/26 07:00:00 PM,105.385,4.831,,,,
197,03/07/26 08:00:00 PM,105.290,4.831,,,,
198,03/07/26 09:00:00 PM,105.243,4.831,,,,
199,03/07/26 10:00:00 PM,105.211,4.831,,,,
200,03/07/26 11:00:00 PM,105.132,4.831,,,,
201,03/08/26 12:00:00 AM,105.100,4.831,,,,
202,03/08/26 01:00:00 AM,105.148,4.831,,,,
203,03/08/26 02:00:00 AM,105.100,4.831,,,,
204,03/08/26 03:00:00 AM,105.037,4.831,,,,
205,03/08/26 04:00:00 AM,105.021,4.831,,,,
206,03/08/26 05:00:00 AM,104.989,4.831,,,,
207,03/08/26 06:00:00 AM,104.958,4.831,,,,
208,03/08/26 07:00:00 AM,104.989,4.831,,,,
209,03/08/26 08:00:00 AM,104.989,4.831,,,,
210,03/08/26 09:00:00 AM,104.974,4.831,,,,
211,03/08/26 10:00:00 AM,104.974,4.831,,,,
212,03/08/26 11:00:00 AM,104.894,4.831,,,,
213,03/08/26 12:00:00 PM,104.863,4.831,,,,
214,03/08/26 01:00:00 PM,104.831,4.831,,,,
215,03/08/26 02:00:00 PM,104.831,4.831,,,,
216,03/08/26 03:00:00 PM,104.910,4.831,,,,
217,03/08/26 04:00:00 PM,104.879,4.831,,,,
218,03/08/26 05:00:00 PM,104.894,4.831,,,,
219,03/08/26 06:00:00 PM,104.879,4.831,,,,
220,03/08/26 07:00:00 PM,104.863,4.831,,,,
221,03/08/26 08:00:00 PM,104.894,4.831,,,,
222,03/08/26 09:00:00 PM,104.942,4.831,,,,
223,03/08/26 10:00:00 PM,104.974,4.831,,,,
224,03/08/26 11:00:00 PM,104.989,4.831,,,,
225,03/09/26 12:00:00 AM,104.958,4.831,,,,
226,03/09/26 01:00:00 AM,104.974,4.831,,,,
227,03/09/26 02:00:00 AM,104.974,4.831,,,,
228,03/09/26 03:00:00 AM,104.926,4.831,,,,
229,03/09/26 04:00:00 AM,104.974,4.831,,,,
230,03/09/26 05:00:00 AM,105.069,4.831,,,,
231,03/09/26 06:00:00 AM,105.100,4.831,,,,
232,03/09/26 07:00:00 AM,105.148,4.831,,,,
233,03/09/26 08:00:00 AM,105.195,4.831,,,,
234,03/09/26 09:00:00 AM,105.243,4.831,,,,
235,03/09/26 10:00:00 AM,105.243,4.831,,,,
236,03/09/26 11:00:00 AM,105.259,4.831,,,,
237,03/09/26 12:00:00 PM,105.259,4.831,,,,
238,03/09/26 01:00:00 PM,105.243,4.831,,,,
239,03/09/26 02:00:00 PM,105.227,4.831,,,,
240,03/09/26 03:00:00 PM,105.227,4.831,,,,
241,03/09/26 04:00:00 PM,105.195,4.831,,,,
242,03/09/26 05:00:00 PM,105.116,4.831,,,,
243,03/09/26 06:00:00 PM,105.164,4.831,,,,
244,03/09/26 07:00:00 PM,105.179,4.831,,,,
245,03/09/26 08:00:00 PM,105.195,4.831,,,,
246,03/09/26 09:00:00 PM,105.227,4.831,,,,
247,03/09/26 10:00:00 PM,105.259,4.831,,,,
248,03/09/26 11:00:00 PM,105.227,4.831,,,,
249,03/10/26 12:00:00 AM,105.179,4.831,,,,
250,03/10/26 01:00:00 AM,105.211,4.831,,,,
251,03/10/26 02:00:00 AM,105.225,4.727,,,,
252,03/10/26 03:00:00 AM,105.227,4.831,,,,
253,03/10/26 04:00:00 AM,105.243,4.831,,,,
254,03/10/26 05:00:00 AM,105.304,4.727,,,,
255,03/10/26 06:00:00 AM,105.385,4.831,,,,
256,03/10/26 07:00:00 AM,105.446,4.727,,,,
257,03/10/26 08:00:00 AM,105.557,4.727,,,,
258,03/10/26 09:00:00 AM,105.605,4.727,,,,
259,03/10/26 10:00:00 AM,105.652,4.727,,,,
260,03/10/26 11:00:00 AM,105.652,4.727,,,,
261,03/10/26 12:00:00 PM,105.621,4.727,,,,
262,03/10/26 01:00:00 PM,105.623,4.831,,,,
263,03/10/26 02:00:00 PM,105.605,4.727,,,,
264,03/10/26 03:00:00 PM,105.589,4.727,,,,
265,03/10/26 04:00:00 PM,105.607,4.831,,,,
266,03/10/26 05:00:00 PM,105.636,4.727,,,,
267,03/10/26 06:00:00 PM,105.684,4.727,,,,
268,03/10/26 07:00:00 PM,105.716,4.727,,,,
269,03/10/26 08:00:00 PM,105.684,4.727,,,,
270,03/10/26 09:00:00 PM,105.731,4.727,,,,
271,03/10/26 10:00:00 PM,105.763,4.727,,,,
272,03/10/26 11:00:00 PM,105.763,4.727,,,,
273,03/11/26 12:00:00 AM,105.763,4.727,,,,
274,03/11/26 01:00:00 AM,105.779,4.727,,,,
275,03/11/26 02:00:00 AM,105.795,4.727,,,,
276,03/11/26 03:00:00 AM,105.763,4.727,,,,
277,03/11/26 04:00:00 AM,105.763,4.727,,,,
278,03/11/26 05:00:00 AM,105.747,4.727,,,,
279,03/11/26 06:00:00 AM,105.763,4.727,,,,
280,03/11/26 07:00:00 AM,105.731,4.727,,,,
281,03/11/26 08:00:00 AM,105.731,4.727,,,,
282,03/11/26 09:00:00 AM,105.700,4.727,,,,
283,03/11/26 10:00:00 AM,105.636,4.727,,,,
284,03/11/26 11:00:00 AM,105.541,4.727,,,,
285,03/11/26 12:00:00 PM,105.510,4.727,,,,
286,03/11/26 01:00:00 PM,105.399,4.727,,,,
287,03/11/26 01:04:45 PM,,,,Logged,,
288,03/11/26 01:04:56 PM,,,,,Logged,Logged
