"Plot Title: Site ATM, ID 1, 22332694"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 22332694, SEN S/N: 22332694)","Temp, °C (LGR S/N: 22332694, SEN S/N: 22332694)"
132,03/17/27 01:00:00 AM,93.842,1.232
133,03/17/27 02:00:00 AM,93.989,2.281
134,03/17/27 03:00:00 AM,93.984,2.721
135,03/17/27 04:00:00 AM,93.916,2.632
136,03/17/27 05:00:00 AM,93.773,2.048
137,03/17/27 06:00:00 AM,93.983,2.068
138,03/17/27 07:00:00 AM,93.759,1.479
139,03/17/27 08:00:00 AM,93.946,2.401
140,03/17/27 09:00:00 AM,93.921,2.863
141,03/17/27 10:00:00 AM,93.921,3.591
142,03/17/27 11:00:00 AM,93.969,7.135
143,03/17/27 12:00:00 PM,94.009,8.581
144,03/17/27 01:00:00 PM,93.923,5.777
145,03/17/27 02:00:00 PM,94.007,4.573
146,03/17/27 03:00:00 PM,93.931,5.589
147,03/17/27 04:00:00 PM,93.835,5.216
148,03/17/27 05:00:00 PM,93.817,3.681
149,03/17/27 06:00:00 PM,93.791,2.953
150,03/17/27 07:00:00 PM,93.820,2.590
151,03/17/27 08:00:00 PM,93.901,2.155
152,03/17/27 09:00:00 PM,93.855,2.211
153,03/17/27 10:00:00 PM,93.652,1.951
154,03/17/27 11:00:00 PM,93.903,1.939
155,03/18/27 12:00:00 AM,93.743,1.889
156,03/18/27 01:00:00 AM,93.771,1.630
157,03/18/27 02:00:00 AM,93.787,1.746
158,03/18/27 03:00:00 AM,93.783,1.586
159,03/18/27 04:00:00 AM,93.904,1.326
160,03/18/27 05:00:00 AM,93.830,1.702
161,03/18/27 06:00:00 AM,93.800,1.795
162,03/18/27 07:00:00 AM,93.898,2.225
163,03/18/27 08:00:00 AM,93.830,2.728
164,03/18/27 09:00:00 AM,93.999,4.031
165,03/18/27 10:00:00 AM,94.006,5.733
166,03/18/27 11:00:00 AM,93.925,7.647
167,03/18/27 12:00:00 PM,93.853,9.937
168,03/18/27 01:00:00 PM,93.938,8.191
169,03/18/27 02:00:00 PM,93.958,6.799
170,03/18/27 03:00:00 PM,93.883,7.806
171,03/18/27 04:00:00 PM,94.034,6.275
172,03/18/27 05:00:00 PM,93.924,5.487
173,03/18/27 06:00:00 PM,93.902,3.855
174,03/18/27 07:00:00 PM,93.909,3.024
175,03/18/27 08:00:00 PM,93.972,2.924
176,03/18/27 09:00:00 PM,94.161,2.828
177,03/18/27 10:00:00 PM,94.091,2.601
178,03/18/27 11:00:00 PM,94.228,2.230
179,03/19/27 12:00:00 AM,94.168,2.188
180,03/19/27 01:00:00 AM,94.124,2.291
181,03/19/27 02:00:00 AM,94.147,2.100
182,03/19/27 03:00:00 AM,94.066,2.302
183,03/19/27 04:00:00 AM,94.039,2.678
184,03/19/27 05:00:00 AM,93.956,2.748
185,03/19/27 06:00:00 AM,93.930,2.196
186,03/19/27 07:00:00 AM,94.078,2.585
187,03/19/27 08:00:00 AM,94.109,3.186
188,03/19/27 09:00:00 AM,94.092,3.946
189,03/19/27 10:00:00 AM,94.108,6.098
190,03/19/27 11:00:00 AM,94.156,7.274
191,03/19/27 12:00:00 PM,94.318,7.269
192,03/19/27 01:00:00 PM,94.093,6.752
193,03/19/27 02:00:00 PM,94.198,8.132
194,03/19/27 03:00:00 PM,94.060,8.791
195,03/19/27 04:00:00 PM,94.047,7.487
196,03/19/27 05:00:00 PM,93.987,6.175
197,03/19/27 06:00:00 PM,94.050,4.918
198,03/19/27 07:00:00 PM,93.968,4.679
199,03/19/27 08:00:00 PM,94.142,4.403
200,03/19/27 09:00:00 PM,94.194,4.001
201,03/19/27 10:00:00 PM,94.097,4.103
202,03/19/27 11:00:00 PM,94.119,3.753
203,03/20/27 12:00:00 AM,94.187,3.614
204,03/20/27 01:00:00 AM,94.051,3.724
205,03/20/27 02:00:00 AM,94.103,3.206
206,03/20/27 03:00:00 AM,93.970,3.549
207,03/20/27 04:00:00 AM,93.856,3.599
208,03/20/27 05:00:00 AM,93.933,3.785
209,03/20/27 06:00:00 AM,93.864,3.671
210,03/20/27 07:00:00 AM,93.948,3.748
211,03/20/27 08:00:00 AM,93.869,4.033
212,03/20/27 09:00:00 AM,93.979,4.723
213,03/20/27 10:00:00 AM,93.863,7.800
214,03/20/27 11:00:00 AM,93.929,9.471
215,03/20/27 12:00:00 PM,93.995,9.122
216,03/20/27 01:00:00 PM,94.004,10.153
217,03/20/27 02:00:00 PM,94.126,10.134
218,03/20/27 03:00:00 PM,94.045,10.967
219,03/20/27 04:00:00 PM,93.983,10.858
220,03/20/27 05:00:00 PM,94.001,9.695
221,03/20/27 06:00:00 PM,93.962,8.062
222,03/20/27 07:00:00 PM,94.271,6.257
223,03/20/27 08:00:00 PM,94.110,4.298
224,03/20/27 09:00:00 PM,93.935,3.144
225,03/20/27 10:00:00 PM,94.067,2.308
226,03/20/27 11:00:00 PM,94.008,2.146
227,03/21/27 12:00:00 AM,94.049,1.158
228,03/21/27 01:00:00 AM,93.966,1.142
229,03/21/27 02:00:00 AM,94.029,1.444
230,03/21/27 03:00:00 AM,93.960,1.426
231,03/21/27 04:00:00 AM,94.195,2.090
232,03/21/27 05:00:00 AM,93.894,2.584
233,03/21/27 06:00:00 AM,94.174,0.903
234,03/21/27 07:00:00 AM,94.229,0.637
235,03/21/27 08:00:00 AM,94.211,1.681
236,03/21/27 09:00:00 AM,94.244,4.074
237,03/21/27 10:00:00 AM,94.335,6.109
238,03/21/27 11:00:00 AM,94.260,7.147
239,03/21/27 12:00:00 PM,94.169,10.320
240,03/21/27 01:00:00 PM,94.406,8.644
241,03/21/27 02:00:00 PM,94.254,8.389
242,03/21/27 03:00:00 PM,94.397,8.147
243,03/21/27 04:00:00 PM,94.391,7.279
244,03/21/27 05:00:00 PM,94.512,6.122
245,03/21/27 06:00:00 PM,94.356,4.797
246,03/21/27 07:00:00 PM,94.512,2.510
247,03/21/27 08:00:00 PM,94.607,1.271
248,03/21/27 09:00:00 PM,94.569,0.326
249,03/21/27 10:00:00 PM,94.569,-0.252
250,03/21/27 11:00:00 PM,94.714,-0.327
251,03/22/27 12:00:00 AM,94.817,-0.549
252,03/22/27 01:00:00 AM,94.718,-1.197
253,03/22/27 02:00:00 AM,94.833,-1.655
254,03/22/27 03:00:00 AM,94.884,-1.904
255,03/22/27 04:00:00 AM,94.793,-2.473
256,03/22/27 05:00:00 AM,94.949,-2.798
257,03/22/27 06:00:00 AM,94.699,-2.908
258,03/22/27 07:00:00 AM,94.555,-2.992
259,03/22/27 08:00:00 AM,94.891,-2.466
260,03/22/27 09:00:00 AM,95.254,-1.092
261,03/22/27 10:00:00 AM,94.870,1.998
262,03/22/27 11:00:00 AM,94.790,5.096
263,03/22/27 12:00:00 PM,94.864,9.525
264,03/22/27 01:00:00 PM,94.472,8.551
265,03/22/27 02:00:00 PM,94.489,9.658
266,03/22/27 03:00:00 PM,94.375,9.670
267,03/22/27 04:00:00 PM,94.414,8.746
268,03/22/27 05:00:00 PM,94.325,6.979
269,03/22/27 06:00:00 PM,94.347,4.858
270,03/22/27 07:00:00 PM,94.456,2.350
271,03/22/27 08:00:00 PM,94.476,1.160
272,03/22/27 09:00:00 PM,94.255,0.196
273,03/22/27 10:00:00 PM,94.300,-0.359
274,03/22/27 11:00:00 PM,94.409,-1.055
275,03/23/27 12:00:00 AM,94.510,-1.292
276,03/23/27 01:00:00 AM,94.123,-1.391
277,03/23/27 02:00:00 AM,94.253,-2.183
278,03/23/27 03:00:00 AM,94.224,-2.563
279,03/23/27 04:00:00 AM,94.128,-2.892
280,03/23/27 05:00:00 AM,93.888,-3.379
281,03/23/27 06:00:00 AM,93.816,-4.022
282,03/23/27 07:00:00 AM,93.934,-3.623
283,03/23/27 08:00:00 AM,94.326,-2.799
284,03/23/27 09:00:00 AM,95.040,-0.658
285,03/23/27 10:00:00 AM,94.207,1.564
286,03/23/27 11:00:00 AM,94.049,2.903
287,03/23/27 12:00:00 PM,94.009,5.588
288,03/23/27 01:00:00 PM,93.943,7.117
289,03/23/27 02:00:00 PM,93.890,7.934
290,03/23/27 03:00:00 PM,93.828,8.089
291,03/23/27 04:00:00 PM,93.790,7.973
292,03/23/27 05:00:00 PM,93.715,7.395
293,03/23/27 06:00:00 PM,93.883,6.592
294,03/23/27 07:00:00 PM,93.941,4.892
295,03/23/27 08:00:00 PM,93.719,4.545
296,03/23/27 09:00:00 PM,93.766,4.110
297,03/23/27 10:00:00 PM,93.825,4.039
298,03/23/27 11:00:00 PM,93.562,3.332
299,03/24/27 12:00:00 AM,93.593,3.171
300,03/24/27 01:00:00 AM,93.540,3.060
301,03/24/27 02:00:00 AM,93.539,2.821
302,03/24/27 03:00:00 AM,93.602,2.965
303,03/24/27 04:00:00 AM,93.556,2.761
304,03/24/27 05:00:00 AM,93.511,2.013
305,03/24/27 06:00:00 AM,93.473,2.637
306,03/24/27 07:00:00 AM,93.420,2.499
307,03/24/27 08:00:00 AM,93.324,3.818
308,03/24/27 09:00:00 AM,93.199,4.363
309,03/24/27 10:00:00 AM,93.235,5.316
310,03/24/27 11:00:00 AM,93.224,5.748
311,03/24/27 12:00:00 PM,93.270,6.500
312,03/24/27 01:00:00 PM,93.239,7.023
313,03/24/27 02:00:00 PM,93.326,6.456
314,03/24/27 03:00:00 PM,93.034,7.547
315,03/24/27 04:00:00 PM,93.199,8.061
316,03/24/27 05:00:00 PM,93.424,7.323
317,03/24/27 06:00:00 PM,93.434,6.440
318,03/24/27 07:00:00 PM,93.324,6.223
319,03/24/27 08:00:00 PM,93.479,5.921
320,03/24/27 09:00:00 PM,93.604,5.362
321,03/24/27 10:00:00 PM,93.546,4.994
322,03/24/27 11:00:00 PM,93.611,4.203
323,03/25/27 12:00:00 AM,93.707,4.612
324,03/25/27 01:00:00 AM,93.555,5.048
325,03/25/27 02:00:00 AM,93.685,5.231
326,03/25/27 03:00:00 AM,93.738,4.680
327,03/25/27 04:00:00 AM,93.618,3.821
328,03/25/27 05:00:00 AM,93.860,3.641
329,03/25/27 06:00:00 AM,93.746,3.397
330,03/25/27 07:00:00 AM,93.862,2.212
331,03/25/27 08:00:00 AM,93.794,2.140
332,03/25/27 09:00:00 AM,94.121,4.106
333,03/25/27 10:00:00 AM,93.952,5.843
334,03/25/27 11:00:00 AM,93.966,6.104
335,03/25/27 12:00:00 PM,93.810,10.950
336,03/25/27 01:00:00 PM,93.877,8.167
337,03/25/27 02:00:00 PM,93.851,7.505
338,03/25/27 03:00:00 PM,94.065,6.105
339,03/25/27 04:00:00 PM,94.128,5.054
340,03/25/27 05:00:00 PM,94.105,4.910
341,03/25/27 06:00:00 PM,94.242,3.529
342,03/25/27 07:00:00 PM,94.250,2.565
343,03/25/27 08:00:00 PM,94.381,2.374
344,03/25/27 09:00:00 PM,94.314,2.419
345,03/25/27 10:00:00 PM,94.577,0.699
346,03/25/27 11:00:00 PM,94.596,0.439
347,03/26/27 12:00:00 AM,94.515,0.126
348,03/26/27 01:00:00 AM,94.999,0.425
349,03/26/27 02:00:00 AM,94.804,-0.309
350,03/26/27 03:00:00 AM,94.907,0.209
351,03/26/27 04:00:00 AM,94.897,-0.251
352,03/26/27 05:00:00 AM,95.096,-1.148
353,03/26/27 06:00:00 AM,95.274,-1.442
354,03/26/27 07:00:00 AM,95.280,-1.454
355,03/26/27 08:00:00 AM,95.198,-1.014
356,03/26/27 09:00:00 AM,95.461,0.594
357,03/26/27 10:00:00 AM,95.469,2.791
358,03/26/27 11:00:00 AM,95.329,3.770
359,03/26/27 12:00:00 PM,95.451,8.395
360,03/26/27 01:00:00 PM,95.470,6.530
361,03/26/27 02:00:00 PM,95.251,7.888
362,03/26/27 03:00:00 PM,95.252,7.809
363,03/26/27 04:00:00 PM,95.175,7.865
364,03/26/27 05:00:00 PM,95.295,6.017
365,03/26/27 06:00:00 PM,95.448,3.599
366,03/26/27 07:00:00 PM,95.258,1.735
367,03/26/27 08:00:00 PM,95.523,-0.034
368,03/26/27 09:00:00 PM,95.468,-0.794
369,03/26/27 10:00:00 PM,95.385,-1.193
370,03/26/27 11:00:00 PM,95.376,-1.483
371,03/27/27 12:00:00 AM,95.356,-2.086
372,03/27/27 01:00:00 AM,95.367,-2.322
373,03/27/27 02:00:00 AM,95.400,-2.766
374,03/27/27 03:00:00 AM,95.158,-3.259
375,03/27/27 04:00:00 AM,95.123,-3.593
376,03/27/27 05:00:00 AM,95.167,-4.023
377,03/27/27 06:00:00 AM,95.123,-4.283
378,03/27/27 07:00:00 AM,95.052,-4.466
379,03/27/27 08:00:00 AM,94.956,-3.230
380,03/27/27 09:00:00 AM,95.006,-1.381
381,03/27/27 10:00:00 AM,94.920,1.053
382,03/27/27 11:00:00 AM,94.421,3.808
383,03/27/27 12:00:00 PM,94.569,9.730
384,03/27/27 01:00:00 PM,94.371,8.575
385,03/27/27 02:00:00 PM,94.338,10.552
386,03/27/27 03:00:00 PM,94.174,11.088
387,03/27/27 04:00:00 PM,94.224,9.791
388,03/27/27 05:00:00 PM,93.976,8.446
389,03/27/27 06:00:00 PM,94.019,6.369
390,03/27/27 07:00:00 PM,94.076,4.144
391,03/27/27 08:00:00 PM,94.060,3.193
392,03/27/27 09:00:00 PM,94.142,2.298
393,03/27/27 10:00:00 PM,94.211,1.293
394,03/27/27 11:00:00 PM,94.120,0.959
395,03/28/27 12:00:00 AM,94.047,0.402
396,03/28/27 01:00:00 AM,94.021,0.102
397,03/28/27 02:00:00 AM,94.138,-0.706
398,03/28/27 03:00:00 AM,94.065,-0.868
399,03/28/27 04:00:00 AM,94.048,-0.850
400,03/28/27 05:00:00 AM,94.019,-0.615
401,03/28/27 06:00:00 AM,94.186,-0.624
402,03/28/27 07:00:00 AM,94.161,-0.448
403,03/28/27 08:00:00 AM,94.069,0.604
404,03/28/27 09:00:00 AM,93.999,2.106
405,03/28/27 10:00:00 AM,94.041,4.078
406,03/28/27 11:00:00 AM,93.841,6.626
407,03/28/27 12:00:00 PM,93.850,13.569
408,03/28/27 01:00:00 PM,93.822,12.456
409,03/28/27 02:00:00 PM,93.914,12.106
410,03/28/27 03:00:00 PM,93.996,11.610
411,03/28/27 04:00:00 PM,93.985,10.940
412,03/28/27 05:00:00 PM,93.887,10.061
413,03/28/27 06:00:00 PM,94.029,8.809
414,03/28/27 07:00:00 PM,94.018,5.488
415,03/28/27 08:00:00 PM,94.026,5.449
416,03/28/27 09:00:00 PM,94.023,5.617
417,03/28/27 10:00:00 PM,94.026,4.183
418,03/28/27 11:00:00 PM,94.024,3.055
419,03/29/27 12:00:00 AM,93.945,1.757
420,03/29/27 01:00:00 AM,93.961,0.794
421,03/29/27 02:00:00 AM,93.860,0.709
422,03/29/27 03:00:00 AM,93.816,-0.043
423,03/29/27 04:00:00 AM,93.888,-0.399
424,03/29/27 05:00:00 AM,93.918,0.578
425,03/29/27 06:00:00 AM,93.961,0.344
426,03/29/27 07:00:00 AM,93.840,0.765
427,03/29/27 08:00:00 AM,93.798,1.946
428,03/29/27 09:00:00 AM,93.838,3.619
429,03/29/27 10:00:00 AM,93.765,6.965
430,03/29/27 11:00:00 AM,93.659,7.549
431,03/29/27 12:00:00 PM,93.879,8.799
432,03/29/27 01:00:00 PM,93.820,9.862
433,03/29/27 02:00:00 PM,93.630,8.983
434,03/29/27 03:00:00 PM,93.674,8.280
435,03/29/27 04:00:00 PM,93.663,7.896
436,03/29/27 05:00:00 PM,93.720,6.139
437,03/29/27 06:00:00 PM,93.574,5.390
438,03/29/27 07:00:00 PM,93.699,4.101
439,03/29/27 08:00:00 PM,93.720,4.159
440,03/29/27 09:00:00 PM,93.706,3.687
441,03/29/27 10:00:00 PM,93.783,3.072
442,03/29/27 11:00:00 PM,93.837,1.084
443,03/30/27 12:00:00 AM,94.095,-0.026
444,03/30/27 01:00:00 AM,94.135,-0.612
445,03/30/27 02:00:00 AM,94.064,-1.280
446,03/30/27 03:00:00 AM,94.177,-1.171
447,03/30/27 04:00:00 AM,94.194,0.023
448,03/30/27 05:00:00 AM,94.199,-0.933
449,03/30/27 06:00:00 AM,94.108,-1.870
450,03/30/27 07:00:00 AM,94.272,-2.270
451,03/30/27 08:00:00 AM,94.413,-1.543
452,03/30/27 09:00:00 AM,94.268,-0.386
453,03/30/27 10:00:00 AM,94.373,1.825
454,03/30/27 11:00:00 AM,94.350,3.857
455,03/30/27 12:00:00 PM,94.277,9.400
456,03/30/27 01:00:00 PM,94.284,8.533
457,03/30/27 02:00:00 PM,94.150,8.413
458,03/30/27 03:00:00 PM,94.098,8.722
459,03/30/27 04:00:00 PM,93.916,8.501
460,03/30/27 05:00:00 PM,93.934,7.264
461,03/30/27 06:00:00 PM,93.871,5.311
462,03/30/27 07:00:00 PM,93.979,2.237
463,03/30/27 08:00:00 PM,94.027,-0.283
464,03/30/27 09:00:00 PM,94.078,-1.170
465,03/30/27 10:00:00 PM,94.026,-2.078
466,03/30/27 11:00:00 PM,94.031,-2.423
467,03/31/27 12:00:00 AM,94.014,-3.224
468,03/31/27 01:00:00 AM,93.793,-3.739
469,03/31/27 02:00:00 AM,93.931,-4.644
470,03/31/27 03:00:00 AM,93.714,-4.724
471,03/31/27 04:00:00 AM,93.660,-4.671
472,03/31/27 05:00:00 AM,93.786,-4.337
473,03/31/27 06:00:00 AM,93.760,-4.377
474,03/31/27 07:00:00 AM,93.648,-4.000
475,03/31/27 08:00:00 AM,93.675,-2.583
476,03/31/27 09:00:00 AM,93.544,-0.369
477,03/31/27 10:00:00 AM,93.495,2.474
478,03/31/27 11:00:00 AM,93.417,5.485
479,03/31/27 12:00:00 PM,93.296,6.823
480,03/31/27 01:00:00 PM,93.396,7.792
481,03/31/27 02:00:00 PM,93.272,8.886
482,03/31/27 03:00:00 PM,93.053,8.438
483,03/31/27 04:00:00 PM,93.090,8.670
484,03/31/27 05:00:00 PM,93.023,8.094
485,03/31/27 06:00:00 PM,93.102,7.103
486,03/31/27 07:00:00 PM,93.116,3.473
487,03/31/27 08:00:00 PM,92.992,1.038
488,03/31/27 09:00:00 PM,93.024,1.475
489,03/31/27 10:00:00 PM,93.053,1.559
490,03/31/27 11:00:00 PM,92.867,1.734
491,04/01/27 12:00:00 AM,92.933,1.509
492,04/01/27 01:00:00 AM,92.884,1.667
493,04/01/27 02:00:00 AM,92.890,1.075
494,04/01/27 03:00:00 AM,92.719,1.463
495,04/01/27 04:00:00 AM,92.674,1.276
496,04/01/27 05:00:00 AM,92.606,1.450
497,04/01/27 06:00:00 AM,92.567,1.673
498,04/01/27 07:00:00 AM,92.773,1.814
499,04/01/27 08:00:00 AM,92.580,2.615
500,04/01/27 09:00:00 AM,92.512,3.627
501,04/01/27 10:00:00 AM,92.529,4.515
502,04/01/27 11:00:00 AM,92.380,5.653
503,04/01/27 12:00:00 PM,92.323,7.401
504,04/01/27 01:00:00 PM,92.178,7.710
505,04/01/27 02:00:00 PM,92.204,7.712
506,04/01/27 03:00:00 PM,92.239,6.636
507,04/01/27 04:00:00 PM,92.001,6.433
508,04/01/27 05:00:00 PM,92.091,6.052
509,04/01/27 06:00:00 PM,92.146,5.722
510,04/01/27 07:00:00 PM,91.956,5.863
511,04/01/27 08:00:00 PM,92.231,4.801
512,04/01/27 09:00:00 PM,92.246,3.370
513,04/01/27 10:00:00 PM,92.358,2.376
514,04/01/27 11:00:00 PM,92.357,1.301
515,04/02/27 12:00:00 AM,92.400,0.599
516,04/02/27 01:00:00 AM,92.452,0.223
517,04/02/27 02:00:00 AM,92.565,0.308
518,04/02/27 03:00:00 AM,92.434,0.164
519,04/02/27 04:00:00 AM,92.772,-0.210
520,04/02/27 05:00:00 AM,92.973,-0.719
521,04/02/27 06:00:00 AM,92.955,-1.202
522,04/02/27 07:00:00 AM,93.066,-0.372
523,04/02/27 08:00:00 AM,93.155,0.958
524,04/02/27 09:00:00 AM,93.274,3.542
525,04/02/27 10:00:00 AM,93.369,5.423
526,04/02/27 11:00:00 AM,93.536,6.487
527,04/02/27 12:00:00 PM,93.463,7.687
528,04/02/27 01:00:00 PM,93.613,8.395
529,04/02/27 02:00:00 PM,93.932,8.497
530,04/02/27 03:00:00 PM,94.085,7.460
531,04/02/27 04:00:00 PM,94.080,7.558
532,04/02/27 05:00:00 PM,93.963,7.292
533,04/02/27 06:00:00 PM,94.229,6.251
534,04/02/27 07:00:00 PM,94.314,5.630
535,04/02/27 08:00:00 PM,94.334,5.272
536,04/02/27 09:00:00 PM,94.473,4.652
537,04/02/27 10:00:00 PM,94.378,4.472
538,04/02/27 11:00:00 PM,94.546,4.257
539,04/03/27 12:00:00 AM,94.491,4.079
540,04/03/27 01:00:00 AM,94.686,4.461
541,04/03/27 02:00:00 AM,94.767,4.057
542,04/03/27 03:00:00 AM,94.691,4.093
543,04/03/27 04:00:00 AM,94.813,3.705
544,04/03/27 05:00:00 AM,94.789,2.284
545,04/03/27 06:00:00 AM,94.736,1.619
546,04/03/27 07:00:00 AM,94.785,1.526
547,04/03/27 08:00:00 AM,95.041,3.328
